Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2023-01-03 00:00:00-05:00,89.16371064442977,90.61677037760805,88.09880220510901,88.69595336914062,28131200,0.0,0.0,GOOGL
2023-01-04 00:00:00-05:00,89.92009176216149,90.2186673282775,86.85474530999315,87.66089630126953,34854800,0.0,0.0,GOOGL
2023-01-05 00:00:00-05:00,87.0538097866527,87.15333245755251,85.49128031493731,85.78984832763672,27194400,0.0,0.0,GOOGL
2023-01-06 00:00:00-05:00,86.37702957023193,87.2727486345716,84.45621275179472,86.92440795898438,41381500,0.0,0.0,GOOGL
2023-01-09 00:00:00-05:00,87.93956719506664,89.62152828865293,87.44194628861791,87.60118103027344,29003900,0.0,0.0,GOOGL
2023-01-10 00:00:00-05:00,85.5708904595706,88.24808564924614,85.42160267591623,87.99927520751953,30467800,0.0,0.0,GOOGL
2023-01-11 00:00:00-05:00,88.75566389809731,91.1641472282376,88.58647461468658,91.08452606201172,26862000,0.0,0.0,GOOGL
2023-01-12 00:00:00-05:00,91.0447213124675,91.432864998952,89.32294969329632,90.69638061523438,30258100,0.0,0.0,GOOGL
2023-01-13 00:00:00-05:00,90.41771741423032,91.75134539532985,89.70114209221775,91.68167877197266,26329200,0.0,0.0,GOOGL
2023-01-17 00:00:00-05:00,91.62196184719421,91.81106022758811,89.62153120519707,90.85562896728516,32602400,0.0,0.0,GOOGL
2023-01-18 00:00:00-05:00,91.70158285357975,92.35844611498095,90.2087200883145,90.68643951416016,29116700,0.0,0.0,GOOGL
2023-01-19 00:00:00-05:00,90.28833877439054,93.16458701556465,90.19876306253057,92.60725402832031,37000400,0.0,0.0,GOOGL
2023-01-20 00:00:00-05:00,94.64749970670022,97.83227822597358,94.5678785352725,97.55360412597656,63191100,0.0,0.0,GOOGL
2023-01-23 00:00:00-05:00,97.48393658664499,99.56399601043773,97.03608078946915,99.315185546875,40005100,0.0,0.0,GOOGL
2023-01-24 00:00:00-05:00,97.63321326625847,99.13603042112301,96.73749418080635,97.23511505126953,33078500,0.0,0.0,GOOGL
2023-01-25 00:00:00-05:00,95.1152550959037,95.70245168515892,93.31386993258523,94.76692199707031,42330000,0.0,0.0,GOOGL
2023-01-26 00:00:00-05:00,96.04083357396856,97.10574199484742,94.92616002591807,97.05597686767578,30114000,0.0,0.0,GOOGL
2023-01-27 00:00:00-05:00,96.84698288610231,99.84266300827183,96.84698288610231,98.89718627929688,33879800,0.0,0.0,GOOGL
2023-01-30 00:00:00-05:00,97.01616832917084,97.82231171021904,95.94130542571196,96.4787368774414,27226200,0.0,0.0,GOOGL
2023-01-31 00:00:00-05:00,96.40908504637797,98.40951578714345,96.35931991441953,98.36970520019531,29870700,0.0,0.0,GOOGL
